id,texte,sentiment
9789,"_SocksO_o: I`m sorry, Shannon.",0
9790,"@_Toki_ the wee girl started crying and her mum came on, was such a shame",0
9791,is working.   I am so happy my job is a radio and not anything physically exhausting....,1
9792,Thanks twilight... i know we love canon,1
9793,omg you`ve never seen `the Ring` its a creppy **** movie,0
9794,oh he is so cute... is he in uniteddogs.com? Poppy is there,1
9795,hi everybody! i`m having my lunch break at work and enjoying a nice cup of coffee!,1
9796,im writing an exam on a SATURDAY  that should be illegal  where`s my weekend?,0
9797,Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,0
9798,@ the drs. in beverly hills...doctor`s scare **** out of me,0
9799,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,1
9800,This is not a happy tweet,0
9801,Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.,1
9802,YAY!!! I`m glad that I`m not the only one who is about to sign away their soul to Twitter and Facebook!  welcome! ****,1
9803,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I`m at work. Feeling like I`m losing touch with them",0
9804,Im wishing that i had the weekend off so i can go to SOL.,1
9805,the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,0
9806,"i like how, no matter how much fun i`m having, i need a hug, a bowl of ramen, and a comfy blanket as soon as i get home.",1
9807,Dang I just dropped some of my subway on da floor... Ahh the 5sec rule passed already,0
9808,"Fine thanks, not long now till Christmas....I`m excited",1
9809,_chiel Well...I would love to have a Zoo! ;P Dont think I can be there sunday.  But sometime I will !I want to!,1
9810,http://twitpic.com/4wh0l - im in love wit this fool from college hill,1
9811,Oh noes! The TV is broken  No red standby light or anything... checked the plug fuse... now to the inside,0
9812,What the heck? Why?? What`s going on?,0
9813,"I`m giving my sis a show at my crib Sunday, she`s an incredible jewelry designer, but you`ll be gone",1
9814,Everyone`s talking about the goodies at #BEA09.  I wanna be there.,1
9815,AWW thanks hopefully it is,1
9816,I`m exhausted  new song 'one day' on myspace check out http://www.myspace.com/tannajoy,0
9817,So nice how Natalie taught Jameson 'why'!!!,1
9818,"Had to come in, was baking out there and have slight headache now",0
9819,http://twitpic.com/664b7 - miss my bestfriend :`( now she left school,0
9820,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",0
9821,Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,0
9822,"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   <3",1
9823,its gonna be a beautiful day!,1
9824,Just finished watching He`s Just Not That Into You.  Loved it.,1
9825,is sad cuz my mommy leaves to indy today,0
9826,Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi,1
9827,i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,1
9828,again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,1
9829,Its so hard letting her go and seeing her cry.,0
9830,would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  Someday...,0
9831,REALLY?? oh.. sorry yall  lol,0
9832,finally home!! tomorrow is day 2 of 'Amazing'.,1
9833,very much much much mash!!!! more please,1
9834,Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,0
9835,Happy mothers day everybody,1
9836,Woo Hoo.!  I made it to one of your Favorites!  See.... Monday`s Rock!!,1
9837,Just watched the movie The Holiday. I had forgotten what a feel good movie it was!  Lovely evening.,1
9838,"left school just now. my new dress broke, the strap ripped off",0
9839,So glad its friday! Only 1 week of schol left.  im glad its almost summer though.,1
9840,bored out of my mind,0
9841,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",1
9842,i miss you SO much-o,0
9843,nick`s voice still makes me wanna kill things,0
9844,"that reminds me, i need to pick up a mask 2mrw. Thanks  I prefer not to take meds because i will b addicted",1
9845,_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,1
9846,Happy Mothers Day! Will be going out later at 6 pm to watch a well renowned group of singers!,1
9847,hahahaha! i haven`t been out with my friends since sunday! i`m so lame,0
9848,Fire call today missed it,0
9849,alone @ home... nice  very nice!!,1
9850,Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,0
9851,this weekend was a very relaxing one.. i was at my cousin`s place and watch a tv series 'Tru Calling' really cool,1
9852,Is going to get a full nights sleep tonight so her arm can get better. It`s no fun being forced to use your left hand,0
9853,Or he`s gonna chop you up into tiny bits - one of the two,0
9854,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.,1
9855,"HAPPY MOTHER DAY FOR ALL THE STRONG HARD WORKING MOTHERS, MAY GOD BLESS YOU AND YOUR FAMILY",1
9856,"we went, we bought, we conquered! and we came back with the most delicious custard croissant",1
9857,Very sad that my camera is in the hands of the Geek Squad. 2-3 weeks!,0
9858,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",0
9859,slept all day.. lol. now time to start on my UN article.. what fun (: ...,1
9860,"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?",0
9861,Friday tubes at work are slow..,0
9862,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,1
9863,also just hanging right now?? just bored hahaha didn`t have to work again today this is different....  no hours no money lol whatev,0
9864,aw its okay tht happened wid me too..am so glad thts OVER now!am not helpin here am i?!?lol thnx for postin WMIAD  loved it,1
9865,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me",0
9866,Italy or greece for me  Love Italian men hehe ;),1
9867,Ugh I`m tired,0
9868,I just KNEW you`d get that!,1
9869,"Had fried oreos downtown vegas, went to the park with her cousins. BEST DAY EVERRRR.  Happy mommy`s day!",1
9870,"Good plan, Peg --plus I like the sound of 'Money Monday'",1
9871,"great to hear you saw Slumdog Millionaire! And yes, that`s a Bollywood thing at the end",1
9872,Sending love & respect to all the mommies out in the twitterverse! You all inspire me!!,1
9873,"am hungry.. going to eat... catch up with you guys later & 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",0
9874,agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,1
9875,Life Just Isn`t Fair > And I Feel,0
9876,eating my tito`s home made ice cream  yum!,1
9877,Such a fun night. I needed the break. PS- I love you man is effing hilarious! Good night twitter world. Sweet dreams,1
9878,Feel sorry for Adam Cook. Be strong for David and family,0
9879,Laura elle s`en fou elle don`t like the french fans,0
9880,sad   Miss my friends !,0
9881,I LOVE IT!!!!!!!!!!!!!!!!!!!!!! I ALSO LIKE THE NEW PROFILE PIC!!!!!!!!!!!!!!!!!!!!,1
9882,-was just told by Dan to NOT say anything anymore...  -now im super sad =(,0
9883,#jonaswebcast i just missed it!!!!,0
9884,I`m going to miss my iMac so much over the next month.,0
9885,Oh I`m really tired of these migraines! #Endometriosis & #Fibromyalgia & #Migraines & sleep probs just compoundin ea other since surgery,0
9886,"_N_Wilson C`mon, I like the superpower explanation better! LOL",1
9887,left.  so sad. waiting for mom to come home. want to have papa johns for dinner.,0
9888,But it was worth it  ****.,1
9889,I was thinking there should be a thumbs down button for Cry me a river.,0
9890,I had a super cool dream last night.  asked me and  to be on her show. Wooowww.  *hopes it will come true* ),1
9891,I`m boredddd. The day has gone quick  I don`t like it!,0
9892,"If any one is looking for  he is now at   (And if you don`t know him yet, follow him anyways, good guy)",1
9893,"I saw them at a show a few weeks ago.  Hate to say I was not all that impressed    fun. and AS were good, though.",0
9894,Gutted your not playing Kos in July Jules,0
9895,"Dad: 'No trips to Lahore for you.' Me: 'I do live in DC & NYC which also = big targets.' Bummer, no Pizza Hut chicken tikka pizza for me",0
9896,"Thanks, btw which men`s hairstyles are in right now? I`m growing my hair long  anyway hope you are having a good weekend!",1
9897,Lol..Wat was Vibes doin on Atlantic? & where`s ur shirt in your twitter pic? lol,1
9898,at f***** work  .... want somebody to come ???,0
9899,"gross. it`s hot, and there`s cotton EVERYWHERE.. hello allergies.",0
9900,Just woke up and feels so **** lazy  time to work out damnit!,0
9901,thirty minutes turned into three hours. oops,0
9902,"_Nigeria oh yeah I know  We met when I was taking out the trash, hhaha",0
9903,"Man, the French Open has been on for a week and I haven`t had the opportunity to catch a single match",0
9904,"That`s a great point... but I`m not **** in ANY! woods, Sara... you should know better.  Haha",1
9905,Grr...Fatboy Slim is out of the EDC Lineup.,0
9906,"I will  I enjoyed doing the peg bags, I`ve adapted the design for a tote bag  Bit cuter than I normally do",1
9907,"Nightlife Commando is like, chanting. The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win",1
9908,"forward to starting teaching new students all about hypnosis, will have plenty of laughs I`m sure",1
9909,_Bloody_Poet  Bad friends! Sorry to hear that.,0
9910,_sl happy sunday to you to,1
9911,The one and the same! Should be a good gig,1
9912,"just woke up, its laura`s last full day here  Last night we watched embarrassing home movies",0
9913,Burning time at wacha,0
9914,"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",0
9915,nah i understand you cant cancel i just wanted you to come,1
9916,but now i have no money for a phone,0
9917,I always want to be perfect. ThatÃ¯Â¿Â½s so hard cause I even know that itÃ¯Â¿Â½s impossible. ...,0
9918,"Yay, I won at the  Bags #Giveaway from . And those bags are so pretty!! Or maybe I`ll have a belt? We`ll see!",1
9919,My poor poor mouth,0
9920,Dam only 5 votes  not gonna win anything now,0
9921,happy all my studying and all nighters payed off,1
9922,My son is back at school today - feeling much better. He wasn`t too sick...he didn`t stop eating!,1
9923,Looks like my Twitter is down,0
9924,that`s sad. Trauma... Future serial killer...,0
9925,Chillin at a bbq gettin my drink on,1
9926,exams are the worst mahn!! 2 to go,0
9927,im so hungry and i have nothing to eat,0
9928,thats funny.. actually.. i could use a haircut...might be growing it out thru August for Woodstock Anniversary Party....40 yrs,0
9929,Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong,0
9930,"?  ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",1
9931,not a very good day at the house,0
9932,Is upset that he didn`t get his 24 fix tonight,0
9933,Loving my new HR monitor,1
9934,_anderson hehe   fun tweets !,1
9935,Rainy day today.  No car so we`re stuck in the house   I needed to go to the post office too...bastards,0
9936,i felt so sorry for her. some people are being really harsh about her cos she was given a 2nd chance,0
